id,setId,type,correct,คำตอบที่คาด,ระดับ,ชิ้นเฉลย,ท่อนสรุป(ตัดมา 220 ตัวท้าย)
chap-08-explog-q208,chap-08-explog,fill,"'(−∞, −1) ∪ [1/2, 1)'","(−∞, −1) ∪ [1/2, 1)",🔴 ไม่เจอเลย,21,ิดตัวส่วนของgเป็นศูนย์ชนะเงื่อนไข\geของfแต่\frac12ปิดรากศูนย์ได้และgนิยาม—วิเคราะห์ขอบทีละจุดเสมอ⚠️จุดที่เด็กมักผิดเครื่องหมายของ\fracx1-x^2ฝั่งx<-1:เศษลบส่วนลบ→บวก✓หลายคนทิ้งช่วงนี้จุดx=-1อยู่ในD_fแต่ไม่อยู่ในD_g→ตัดออก
chap-08-explog-q24,chap-08-explog,mc,3,"$(-\infty, 2)$",🔴 ไม่เจอเลย,22,"วหารของพจน์คงตัว\pm1\pm2กำลังสองที่discriminantติดลบตัดทิ้งจากอสมการได้เลยเป็นบวกตลอด⚠️จุดที่เด็กมักผิดกระจาย8^\frac23-xเป็น2^\frac23-xลืมคูณ3โจทย์ถาม""เป็นสับเซตของ""ไม่ใช่""เท่ากับ""—ต้องเลือกช่วงที่ครอบคลุมเซตคำตอบทั้งหมด"
chap-08-explog-q65,chap-08-explog,mc,4,$D_f = \{ x \mid -9 < x < 11 \}$ และ $R_f = \{ y \mid 0 < y \le 5 \}$,🔴 ไม่เจอเลย,23,่แตะศูนย์และค่าสูงสุด5ถึงจริงที่x=1—สามเช็คนี้ชี้ตัวเลือก5ทันที⚠️จุดที่เด็กมักผิดใช้เงื่อนไขรากที่สอง\ge0แทนเงื่อนไขlog>0ทำให้โดเมนปิดขอบเป็น[-911]ไปเลือกตัวเลือก1หรือคิดว่าyแตะ0ได้—จริงๆ5^\textอะไรก็ตามไม่มีวันเป็นศูนย์
chap-08-explog-q66,chap-08-explog,mc,0,"$(3, 4)$",🔴 ไม่เจอเลย,17,3ครอบx>-2ไปโดยอัตโนมัติเหลือแค่ประกบกับx⚠️จุดที่เด็กมักผิดเครื่องหมายลบหน้า\log4-xไม่มีผลต่อโดเมน—อาร์กิวเมนต์ยังต้อง>0เหมือนเดิมอย่าเผลอคิดว่าลบแล้วเงื่อนไขกลับทิศและอย่ารวมเงื่อนไขแบบยูเนียนตัวเลือก4เป็นกับดักรูปแบบนี้
chap-09-vector-q01,chap-09-vector,mc,4,ไม่มีคำตอบที่ถูกต้องในข้อ 1. ถึงข้อ 4.,🔴 ไม่เจอเลย,16,"บพิกัดต้น""เสมอได้คำตอบแล้วอย่ารีบเลือก—เช็คเครื่องหมายทุกส่วนประกอบกับตัวเลือกก่อน⚠️จุดที่เด็กมักผิดสลับเป็น""ต้นลบปลาย""จะได้3\overlinei-4\overlinejซึ่งตรงตัวเลือก2พอดี—ข้อนี้วางกับดักไว้ชัดเจนต้องท่องว่าปลายลบต้นเท่านั้น"
chap-09-vector-q106,chap-09-vector,fill,'47/√2938',47/√2938,🔴 ไม่เจอเลย,14,งได้เลขสวย—ทำตามนิยามให้ครบและคงรูปรากไว้\sqrt26\sqrt113=\sqrt2938อย่าฝืนปัดทศนิยม⚠️จุดที่เด็กมักผิดใช้\overrightarrowABแทน\overrightarrowOBในการdotโจทย์ถามมุมที่จุดกำเนิดไม่ใช่มุมที่A—แยกให้ออกว่าเวกเตอร์ไหนออกจากจุดไหน
chap-09-vector-q112,chap-09-vector,fill,'a = (−8 + 5√3)/11',a = (−8 + 5√3)/11,🔴 ไม่เจอเลย,21,+5\sqrt311💡เทคนิคที่ใช้ก่อนยกกำลังสองจดเงื่อนไขเครื่องหมายของฝั่งที่มี\cosไว้เสมอ\cos60°>0→dotต้องเป็นบวก—ใช้คัดรากเกินตอนจบ⚠️จุดที่เด็กมักผิดตอบทั้งสองราก—รากลบให้dotติดลบ\cosเป็นลบ=มุมป้านไม่สอดคล้องมุม60°ที่โจทย์กำหนด
chap-09-vector-q116,chap-09-vector,fill,"'(a,b) = (5, 0) หรือ (−5/2, 5√3/2)'","(a,b) = (5, 0) หรือ (−5/2, 5√3/2)",🔴 ไม่เจอเลย,22,"2\frac5\sqrt32💡เทคนิคที่ใช้dot+มุม→ขนาดก่อนเสมอจากนั้นเป็นระบบ""เส้นตรงตัดวงกลม""ซึ่งมีได้สองคำตอบ—ภาพคือหมุน\overlinevไป\pm60°สองทิศ⚠️จุดที่เด็กมักผิดหาร4b^2=10\sqrt3bด้วยbทิ้งคำตอบb=0—การหารด้วยตัวแปรต้องแยกกรณีศูนย์เสมอ"
chap-09-vector-q125,chap-09-vector,fill,'−2√6/9',−2√6/9,🔴 ไม่เจอเลย,20,ทุกตัวคำนวณจาก\cos\thetaตัวเดียว⚠️จุดที่เด็กมักผิด\tan2\pi-\thetaคือ\tan2\pi-2\thetaไม่ใช่\tan\pi-2\theta—วงเล็บคูณ2ครอบทั้งก้อนอ่านโจทย์ให้แม่นสองแบบให้ค่าเท่ากันพอดีในกรณีนี้เพราะ\tanมีคาบ\piแต่ควรเขียนให้ถูกตั้งแต่ต้น
chap-09-vector-q24,chap-09-vector,mc,3,เวกเตอร์หนึ่งหน่วยที่มีทิศทางเดียวกันกับ $\begin{bmatrix} 6 \\ 8 \end{,🔴 ไม่เจอเลย,19,"นให้เช็ค""ชนิดของผลลัพธ์""สเกลาร์หรือเวกเตอร์ก่อนเสมอ—ข้อความที่บวกลบข้ามชนิดผิดทันทีโดยไม่ต้องคำนวณ⚠️จุดที่เด็กมักผิดข้อความ5เห็นตัวเลขต่างกันนึกว่าตั้งฉาก—ต้องเช็คด้วยdot:26+39=39\ne0จริงๆคือขนานกัน\overlinev=3\overlineu"
chap-09-vector-q26,chap-09-vector,mc,1,"ให้ $\overline{u} = 2\overline{i} + a\overline{j} ,\ \overline{v} = \o",🔴 ไม่เจอเลย,28,"ุกครั้งที่ยกกำลังสองให้เช็ครากเกินด้วยเงื่อนไขเครื่องหมายของdotproductเสมอ⚠️จุดที่เด็กมักผิดได้รากa=1-4แล้วไม่เช็คอาจหลงคิดว่ามีรากใหญ่กว่า2หรือมองข้ามว่าคำถามถามข้อ""ผิด""—ข้อความ1ถูกจริงอย่าเผลอเลือกเพราะคำนวณพื้นที่พลาด"
chap-09-vector-q49,chap-09-vector,mc,0,$0° < \hat{A} \le 30°$,🔴 ไม่เจอเลย,23,เทคนิคที่ใช้ตรวจสอบไขว้ด้วยมุมเอียงของแต่ละเวกเตอร์กับแกนx45°กับ\arctan\frac12—ผลต่างมุมต้องตรงกับ\arccosที่คำนวณช่วยจับข้อผิดพลาดได้ดี⚠️จุดที่เด็กมักผิดเทียบช่วงมุมโดยลืมว่า\cosสลับทิศอสมการ—\cosมาก=มุมเล็กไม่ใช่มุมใหญ่
chap-09-vector-q86,chap-09-vector,fill,'ū = −3v̄ : ขนานกัน ทิศตรงกันข้าม และ |ū| = 3|v̄|',ū = −3v̄ : ขนานกัน ทิศตรงกันข้าม และ |ū| = 3|v̄|,🔴 ไม่เจอเลย,17,"ตามนิยาม:ความขนาน→ทิศ→ขนาดสามประเด็นจากสัมประสิทธิ์ตัวเดียวอย่าตอบแค่""ขนานกัน""เพราะจะได้คะแนนไม่เต็ม⚠️จุดที่เด็กมักผิดย้ายข้าง-2\overlinev-\overlinevเป็น-\overlinevลืมรวมพจน์ได้\overlineu=-\overlinev—สรุปทิศถูกแต่ขนาดผิด"
chap-09-vector-q91,chap-09-vector,fill,'(4/5)ī − (3/5)j̄',(4/5)ī − (3/5)j̄,🔴 ไม่เจอเลย,14,"ามจังหวะตามนิยามเสมอ:คำนวณเวกเตอร์→หาขนาด→หารและกลับเครื่องหมายถ้าโจทย์ขอทิศตรงข้ามเวกเตอร์-43คือสามเหลี่ยม3-4-5ขนาดออกทันที⚠️จุดที่เด็กมักผิดลืมกลับทิศตอบ-\frac45\overlinei+\frac35\overlinej—อ่านโจทย์ให้จบว่าขอ""ตรงข้าม"""
chap-09-vector-q92,chap-09-vector,fill,'±((4/5)ī + (3/5)j̄)',±((4/5)ī + (3/5)j̄),🔴 ไม่เจอเลย,15,"-กลับเครื่องหมายให้แนวตั้งฉากทันทีโดยไม่ต้องตั้งระบบสมการ3a-4b=0a^2+b^2=1ซึ่งได้คำตอบเดียวกันแต่ช้ากว่า⚠️จุดที่เด็กมักผิดตอบทิศเดียว—โจทย์แสดงวิธีทำต้องระบุทั้ง\pmเพราะเงื่อนไข""ตั้งฉาก+หนึ่งหน่วย""มีคำตอบสองตัวเสมอในระนาบ"
